continent,name,city,row,column,pop,individual,site,original comments,Qubit_ng.ul Ext 1,Number that need to be rextracted:,,Qubit_ng.ul Ext 2 (SK),
ASI,Lanzhou,LNZ,d,9,35,6,u,,2,,,,
ASI,Lanzhou,LNZ,e,9,35,10,u,,19.7,,,,
ASI,Lanzhou,LNZ,f,9,35,14,u,,11.9,,,,
ASI,Lanzhou,LNZ,g,9,35,9,u,,7.88,,,,
ASI,Lanzhou,LNZ,h,9,35,5,u,,3.25,,,,
ASI,Lanzhou,LNZ,a,10,35,3,u,,4.21,,,,
ASI,Lanzhou,LNZ,b,10,35,2,u,,6.18,,,,
ASI,Lanzhou,LNZ,c,10,35,11,u,,13,,,,
ASI,Lanzhou,LNZ,d,10,35,7,u,,10.3,,,,
ASI,Lanzhou,LNZ,e,10,35,13,u,,10.3,,,,
ASI,Lanzhou,LNZ,f,10,37,4,u,,4.68,,,,
ASI,Lanzhou,LNZ,g,10,37,9,u,,1.49,,,,
ASI,Lanzhou,LNZ,h,10,37,6,u,,1.57,,,,
ASI,Lanzhou,LNZ,a,11,37,7,u,,2.76,,,,
ASI,Lanzhou,LNZ,b,11,37,10,u,,2.81,,,,
ASI,Lanzhou,LNZ,c,11,37,15,u,,9.71,,,,
ASI,Lanzhou,LNZ,d,11,37,5,u,,5.36,,,,
ASI,Lanzhou,LNZ,e,11,37,1,u,,6.32,,,,
ASI,Lanzhou,LNZ,f,11,37,11,u,,5.53,,,,
ASI,Lanzhou,LNZ,g,11,37,2,u,,2.02,,,,
ASI,Lanzhou,LNZ,h,11,38,5,u,,2.82,,,,
ASI,Lanzhou,LNZ,a,12,38,15,u,,2.63,,,,
ASI,Lanzhou,LNZ,b,12,38,8,u,,4.37,,,,
ASI,Lanzhou,LNZ,c,12,38,4,u,,1.5,,,,
ASI,Lanzhou,LNZ,d,12,38,11,u,,2.38,,,,
ASI,Lanzhou,LNZ,e,12,38,19,u,,0,,,,
ASI,Lanzhou,LNZ,f,12,38,3,u,"left off 38.10 bc fungus, no silica beads",3.86,,,,
ASI,Lanzhou,LNZ,g,12,38,7,u,,3.15,,,,
ASI,Lanzhou,LNZ,h,12,38,12,u,,1.89,,,,
ASI,Hiroshima,HIR,a,1,1,11,u,,7.46,77,,,
ASI,Hiroshima,HIR,b,1,1,1,u,,14.2,,,,
ASI,Hiroshima,HIR,c,1,1,3,u,,3.89,,,,
ASI,Hiroshima,HIR,d,1,1,5,u,,3.81,,,,
ASI,Hiroshima,HIR,e,1,1,10,u,,4.84,,,,
ASI,Hiroshima,HIR,f,1,1,18,u,,14.9,,,,
ASI,Hiroshima,HIR,g,1,1,8,u,,46.4,,,,
ASI,Hiroshima,HIR,h,1,1,15,u,,6.89,,,,
ASI,Hiroshima,HIR,a,2,1,13,u,,0,,,,
ASI,Hiroshima,HIR,b,2,1,14,u,,26.1,,,,
ASI,Hiroshima,HIR,c,2,2,10,u,,12.9,,,,
ASI,Hiroshima,HIR,d,2,2,20,u,,25.1,,,,
ASI,Hiroshima,HIR,e,2,2,7,u,,7.2,,,,
ASI,Hiroshima,HIR,f,2,2,1,u,,5.84,,,,
ASI,Hiroshima,HIR,g,2,2,2,u,,18.6,,,,
ASI,Hiroshima,HIR,h,2,2,11,u,,6.04,,,,
ASI,Hiroshima,HIR,a,3,2,13,u,,3.89,,,,
ASI,Hiroshima,HIR,b,3,2,16,u,,0,,,,
ASI,Hiroshima,HIR,c,3,2,17,u,,2.59,,,,
ASI,Hiroshima,HIR,d,3,2,18,u,,6.58,,,,
ASI,Hiroshima,HIR,e,3,3,9,u,,0,,,,
ASI,Hiroshima,HIR,f,3,3,10,u,,6.93,,,,
ASI,Hiroshima,HIR,g,3,3,4,u,,0,,,,
ASI,Hiroshima,HIR,h,3,3,1,u,,9.58,,,,
ASI,Hiroshima,HIR,a,4,3,2,u,,7.68,,,,
ASI,Hiroshima,HIR,b,4,3,11,u,,16.4,,,,
ASI,Hiroshima,HIR,c,4,3,14,u,left off 3.13,2.7,,,,
ASI,Hiroshima,HIR,d,4,3,16,u,,8.28,,,,
ASI,Hiroshima,HIR,e,4,3,20,u,,11.2,,,,
ASI,Hiroshima,HIR,f,4,4,2,u,,30.8,,,,
ASI,Hiroshima,HIR,g,4,4,3,u,,2.4,,,,
ASI,Hiroshima,HIR,h,4,4,5,u,,3.83,,,,
ASI,Hiroshima,HIR,a,5,4,6,u,,0,,,,
ASI,Hiroshima,HIR,b,5,4,8,u,,9.34,,,,
ASI,Hiroshima,HIR,c,5,4,19,u,,8.59,,,,
ASI,Hiroshima,HIR,d,5,4,17,u,,6.22,,,,
ASI,Hiroshima,HIR,e,5,4,18,u,,7.49,,,,
ASI,Hiroshima,HIR,f,5,4,11,u,,17.1,,,,
ASI,Hiroshima,HIR,g,5,5,13,u,left off 4.14,7.86,,,,
ASI,Hiroshima,HIR,h,5,5,18,u,,7.54,,,,
ASI,Hiroshima,HIR,a,6,5,17,u,,6.35,,,,
ASI,Hiroshima,HIR,b,6,5,16,u,,1.07,,,,
ASI,Hiroshima,HIR,c,6,5,11,u,,0,,,,
ASI,Hiroshima,HIR,d,6,5,2,u,,12.5,,,,
ASI,Hiroshima,HIR,e,6,5,1,u,,12,,,,
ASI,Hiroshima,HIR,f,6,5,3,u,,2.42,,,,
ASI,Hiroshima,HIR,g,6,5,6,u,,0,,,,
ASI,Hiroshima,HIR,h,6,5,7,u,,7.58,,,,
ASI,Hiroshima,HIR,a,7,21,6,r,,4.3,,,,
ASI,Hiroshima,HIR,b,7,21,15,r,,9.83,,,,
ASI,Hiroshima,HIR,c,7,21,20,r,,1.98,,,,
ASI,Hiroshima,HIR,d,7,21,19,r,,0,,,,
ASI,Hiroshima,HIR,e,7,21,17,r,,6.77,,,,
ASI,Hiroshima,HIR,f,7,21,3,r,,5.32,,,,
ASI,Hiroshima,HIR,g,7,21,11,r,,8.12,,,,
ASI,Hiroshima,HIR,h,7,21,12,r,,3.16,,,,
ASI,Hiroshima,HIR,a,8,21,18,r,,4.64,,,,
ASI,Hiroshima,HIR,b,8,21,8,r,,10.1,,,,
ASI,Hiroshima,HIR,c,8,22,14,r,,3.32,,,,
ASI,Hiroshima,HIR,d,8,22,12,r,left off 22.16,3.76,,,,
ASI,Hiroshima,HIR,e,8,22,18,r,,4.58,,,,
ASI,Hiroshima,HIR,f,8,22,15,r,,1.63,,,,
ASI,Hiroshima,HIR,g,8,22,9,r,,3.1,,,,
ASI,Hiroshima,HIR,h,8,22,3,r,,1.03,,,,
ASI,Hiroshima,HIR,a,9,22,6,r,,10,,,,
ASI,Hiroshima,HIR,b,9,22,4,r,,2.08,,,,
ASI,Hiroshima,HIR,c,9,22,7,r,,0,,,,
ASI,Hiroshima,HIR,d,9,23,11,r,,2.14,,,,
ASI,Hiroshima,HIR,e,9,23,4,r,,0,,,,
ASI,Hiroshima,HIR,f,9,23,7,r,,3.21,,,,
ASI,Hiroshima,HIR,g,9,23,9,r,,10.7,,,,
ASI,Hiroshima,HIR,h,9,23,14,r,,12.9,,,,
ASI,Hiroshima,HIR,a,10,23,15,r,,2.93,,,,
ASI,Hiroshima,HIR,b,10,23,17,r,,1.28,,,,
ASI,Hiroshima,HIR,c,10,23,18,r,,3.43,,,,
ASI,Hiroshima,HIR,d,10,23,13,r,,0,,,,
ASI,Hiroshima,HIR,e,10,23,6,r,,1.18,,,,
ASI,Hiroshima,HIR,f,10,24,16,r,,2.29,,,,
ASI,Hiroshima,HIR,g,10,24,1,r,,2.84,,,,
ASI,Hiroshima,HIR,h,10,24,19,r,,6.36,,,,
ASI,Hiroshima,HIR,a,11,24,18,r,,0,,,,
ASI,Hiroshima,HIR,b,11,24,3,r,,0,,,,
ASI,Hiroshima,HIR,c,11,24,11,r,,0,,,,
ASI,Hiroshima,HIR,d,11,24,6,r,,2.04,,,,
ASI,Hiroshima,HIR,e,11,24,2,r,,2.21,,,,
ASI,Hiroshima,HIR,f,11,24,10,r,,0,,,,
ASI,Hiroshima,HIR,g,11,24,7,r,,1.05,,,,
ASI,Hiroshima,HIR,h,11,25,14,r,,0,,,,
ASI,Hiroshima,HIR,a,12,25,2,r,,3.34,,,,
ASI,Hiroshima,HIR,b,12,25,17,r,little tissue left,24,,,,
ASI,Hiroshima,HIR,c,12,25,12,r,,0,,,,
ASI,Hiroshima,HIR,d,12,25,7,r,fungus,1.07,,,,
ASI,Hiroshima,HIR,e,12,25,1,r,,5.79,,,,
ASI,Hiroshima,HIR,f,12,25,10,r,,2.83,,,,
ASI,Hiroshima,HIR,g,12,25,15,r,left off 25.6,1.22,,,,
ASI,Hiroshima,HIR,h,12,25,20,r,,42.6,,,,
OCE,Armidale,ARM,a,1,1,17,u,,10,55,,,
OCE,Armidale,ARM,b,1,1,14,u,,19.9,,,,
OCE,Armidale,ARM,c,1,1,15,u,,19.9,,,,
OCE,Armidale,ARM,d,1,1,10,u,,8.51,,,,
OCE,Armidale,ARM,e,1,1,7,u,,24.2,,,,
OCE,Armidale,ARM,f,1,1,6,u,,24,,,,
OCE,Armidale,ARM,g,1,1,4,u,,33.6,,,,
OCE,Armidale,ARM,h,1,1,2,u,,16.6,,,,
OCE,Armidale,ARM,a,2,1,12,u,left off 1.18,6.72,,,,
OCE,Armidale,ARM,b,2,2,13,u,,10.7,,,,
OCE,Armidale,ARM,c,2,2,18,u,,3.12,,,,
OCE,Armidale,ARM,d,2,2,10,u,,10.7,,,,
OCE,Armidale,ARM,e,2,2,3,u,,8.07,,,,
OCE,Armidale,ARM,f,2,2,7,u,,10.6,,,,
OCE,Armidale,ARM,g,2,2,6,u,,34.5,,,,
OCE,Armidale,ARM,h,2,2,4,u,,4.92,,,,
OCE,Armidale,ARM,a,3,2,1,u,,12.4,,,,
OCE,Armidale,ARM,b,3,2,20,u,,10.4,,,,
OCE,Armidale,ARM,c,3,2,14,u,,15.1,,,,
OCE,Armidale,ARM,d,3,3,1,u,,14.8,,,,
OCE,Armidale,ARM,e,3,3,10,u,,5.84,,,,
OCE,Armidale,ARM,f,3,3,9,u,,16.7,,,,
OCE,Armidale,ARM,g,3,3,15,u,,15.8,,,,
OCE,Armidale,ARM,h,3,3,2,u,,13.3,,,,
OCE,Armidale,ARM,a,4,3,6,u,,3.82,,,,
OCE,Armidale,ARM,b,4,3,4,u,,22,,,,
OCE,Armidale,ARM,c,4,3,19,u,,5.91,,,,
OCE,Armidale,ARM,d,4,3,17,u,,25.5,,,,
OCE,Armidale,ARM,e,4,3,15,u,,9.01,,,,
OCE,Armidale,ARM,f,4,4,2,u,,8.79,,,,
OCE,Armidale,ARM,g,4,4,8,u,,34.9,,,,
OCE,Armidale,ARM,h,4,4,20,u,,21,,,,
OCE,Armidale,ARM,a,5,4,19,u,,5.77,,,,
OCE,Armidale,ARM,b,5,4,16,u,,14.7,,,,
OCE,Armidale,ARM,c,5,4,12,u,,4.81,,,,
OCE,Armidale,ARM,d,5,4,7,u,,4.75,,,,
OCE,Armidale,ARM,e,5,4,5,u,,23.5,,,,
OCE,Armidale,ARM,f,5,4,10,u,,11.4,,,,
OCE,Armidale,ARM,g,5,4,3,u,,24.5,,,,
OCE,Armidale,ARM,h,5,5,5,u,,14.9,,,,
OCE,Armidale,ARM,a,6,5,16,u,,4.82,,,,
OCE,Armidale,ARM,b,6,5,4,u,,7.53,,,,
OCE,Armidale,ARM,c,6,5,12,u,,13.2,,,,
OCE,Armidale,ARM,d,6,5,10,u,,10.6,,,,
OCE,Armidale,ARM,e,6,5,8,u,,10.8,,,,
OCE,Armidale,ARM,f,6,5,13,u,,33.5,,,,
OCE,Armidale,ARM,g,6,5,19,u,,0,,,,
OCE,Armidale,ARM,h,6,5,2,u,left off 5.20,0,,,,
OCE,Armidale,ARM,a,7,35,11,r,,12.9,,,,
OCE,Armidale,ARM,b,7,35,12,r,,4.2,,,,
OCE,Armidale,ARM,c,7,35,8,r,,41.5,,,,
OCE,Armidale,ARM,d,7,35,6,r,,5.46,,,,
OCE,Armidale,ARM,e,7,35,5,r,,6.33,,,,
OCE,Armidale,ARM,f,7,35,3,r,,9,,,,
OCE,Armidale,ARM,g,7,35,1,r,,8.92,,,,
OCE,Armidale,ARM,h,7,35,15,r,,3.7,,,,
OCE,Armidale,ARM,a,8,35,16,r,,12.6,,,,
OCE,Armidale,ARM,b,8,35,20,r,left off 35.15 (gave two?),4.93,,,,
OCE,Armidale,ARM,c,8,36,3,r,,7.98,,,,
OCE,Armidale,ARM,d,8,36,6,r,,19.8,,,,
OCE,Armidale,ARM,e,8,36,7,r,left off another tube labelled 36.7,3.34,,,,
OCE,Armidale,ARM,f,8,36,5,r,,2.84,,,,
OCE,Armidale,ARM,g,8,36,12,r,,2.8,,,,
OCE,Armidale,ARM,h,8,36,13,r,,7.71,,,,
OCE,Armidale,ARM,a,9,36,15,r,,4.38,,,,
OCE,Armidale,ARM,b,9,36,17,r,,1.52,,,,
OCE,Armidale,ARM,c,9,36,16,r,,0,,,,
OCE,Armidale,ARM,d,9,37,12,r,,4.45,,,,
OCE,Armidale,ARM,e,9,37,11,r,,8.14,,,,
OCE,Armidale,ARM,f,9,37,17,r,,11,,,,
OCE,Armidale,ARM,g,9,37,16,r,,8.97,,,,
OCE,Armidale,ARM,h,9,37,8,r,,6.5,,,,
OCE,Armidale,ARM,a,10,37,3,r,,6.7,,,,
OCE,Armidale,ARM,b,10,37,5,r,not much tissue left,3.04,,,,
OCE,Armidale,ARM,c,10,37,7,r,,9.41,,,,
OCE,Armidale,ARM,d,10,37,20,r,,6.4,,,,
OCE,Armidale,ARM,e,10,37,1,r,no tissue left,3.27,,,,
OCE,Armidale,ARM,f,10,39,2,r,,2.68,,,,
OCE,Armidale,ARM,g,10,39,3,r,,4.74,,,,
OCE,Armidale,ARM,h,10,39,6,r,,5.83,,,,
OCE,Armidale,ARM,a,11,39,7,r,,3.96,,,,
OCE,Armidale,ARM,b,11,39,9,r,,3.55,,,,
OCE,Armidale,ARM,c,11,39,11,r,,20.8,,,,
OCE,Armidale,ARM,d,11,39,13,r,,25.6,,,,
OCE,Armidale,ARM,e,11,39,17,r,,12.6,,,,
OCE,Armidale,ARM,f,11,39,19,r,,5.62,,,,
OCE,Armidale,ARM,g,11,40,9,r,,12.8,,,,
OCE,Armidale,ARM,h,11,40,18,r,,2.4,,,,
OCE,Armidale,ARM,a,12,40,7,r,,2.4,,,,
OCE,Armidale,ARM,b,12,40,5,r,,8.66,,,,
OCE,Armidale,ARM,c,12,40,3,r,,5.53,,,,
OCE,Armidale,ARM,d,12,40,16,r,,13.8,,,,
OCE,Armidale,ARM,e,12,40,13,r,,9.57,,,,
OCE,Armidale,ARM,f,12,40,11,r,,3.46,,,,
OCE,Armidale,ARM,g,12,40,1,r,,4.23,,,,
OCE,Armidale,ARM,h,12,40,20,r,,5.62,,,,
OCE,Palmerston North,PNR,a,1,6,15,u,,66.9,29,,,
OCE,Palmerston North,PNR,b,1,6,14,u,,33.2,,,,
OCE,Palmerston North,PNR,c,1,6,13,u,no leaf tissue left,13.2,,,,
OCE,Palmerston North,PNR,d,1,6,11,u,,7.62,,,,
OCE,Palmerston North,PNR,e,1,6,9,u,,9.11,,,,
OCE,Palmerston North,PNR,f,1,6,8,u,,8.2,,,,
OCE,Palmerston North,PNR,g,1,6,4,u,,21,,,,
OCE,Palmerston North,PNR,h,1,6,3,u,,29.1,,,,
OCE,Palmerston North,PNR,a,2,6,1,u,,51.5,,,,
OCE,Palmerston North,PNR,b,2,6,16,u,,40.9,,,,
OCE,Palmerston North,PNR,c,2,7,15,u,,42.3,,,,
OCE,Palmerston North,PNR,d,2,7,12,u,,21.8,,,,
OCE,Palmerston North,PNR,e,2,7,10,u,,7.44,,,,
OCE,Palmerston North,PNR,f,2,7,9,u,,17,,,,
OCE,Palmerston North,PNR,g,2,7,8,u,,23.8,,,,
OCE,Palmerston North,PNR,h,2,7,7,u,,5.27,,,,
OCE,Palmerston North,PNR,a,3,7,4,u,,23.2,,,,
OCE,Palmerston North,PNR,b,3,7,2,u,,25.2,,,,
OCE,Palmerston North,PNR,c,3,7,17,u,,72.7,,,,
OCE,Palmerston North,PNR,d,3,7,16,u,,36.3,,,,
OCE,Palmerston North,PNR,e,3,8,15,u,,51.5,,,,
OCE,Palmerston North,PNR,f,3,8,13,u,,54.3,,,,
OCE,Palmerston North,PNR,g,3,8,11,u,,68.2,,,,
OCE,Palmerston North,PNR,h,3,8,9,u,,43.2,,,,
OCE,Palmerston North,PNR,a,4,8,8,u,,12.3,,,,
OCE,Palmerston North,PNR,b,4,8,5,u,,11.6,,,,
OCE,Palmerston North,PNR,c,4,8,4,u,,20.1,,,,
OCE,Palmerston North,PNR,d,4,8,17,u,,12,,,,
OCE,Palmerston North,PNR,e,4,8,16,u,,19.5,,,,
OCE,Palmerston North,PNR,f,4,10,4,u,left off 8.17 bc two labelled 8.17,17.2,,,,
OCE,Palmerston North,PNR,g,4,10,5,u,,13.6,,,,
OCE,Palmerston North,PNR,h,4,10,6,u,,16.2,,,,
OCE,Palmerston North,PNR,a,5,10,8,u,,13.2,,,,
OCE,Palmerston North,PNR,b,5,10,9,u,,24.6,,,,
OCE,Palmerston North,PNR,c,5,10,10,u,,24.4,,,,
OCE,Palmerston North,PNR,d,5,10,13,u,,49.5,,,,
OCE,Palmerston North,PNR,e,5,10,15,u,,14,,,,
OCE,Palmerston North,PNR,f,5,10,16,u,,9.34,,,,
OCE,Palmerston North,PNR,g,5,10,17,u,,19.9,,,,
OCE,Palmerston North,PNR,h,5,11,1,u,,13,,,,
OCE,Palmerston North,PNR,a,6,11,2,u,,63.2,,,,
OCE,Palmerston North,PNR,b,6,11,6,u,left off 11.4,16,,,,
OCE,Palmerston North,PNR,c,6,11,7,u,,10.6,,,,
OCE,Palmerston North,PNR,d,6,11,8,u,,22.8,,,,
OCE,Palmerston North,PNR,e,6,11,10,u,,13.6,,,,
OCE,Palmerston North,PNR,f,6,11,17,u,,8.68,,,,
OCE,Palmerston North,PNR,g,6,11,18,u,,7.41,,,,
OCE,Palmerston North,PNR,h,6,11,19,u,,0,,,,
OCE,Palmerston North,PNR,a,7,36,2,r,,26,,,,
OCE,Palmerston North,PNR,b,7,36,3,r,,47.4,,,,
OCE,Palmerston North,PNR,c,7,36,4,r,,9.72,,,,
OCE,Palmerston North,PNR,d,7,36,6,r,,7.99,,,,
OCE,Palmerston North,PNR,e,7,36,7,r,,4.25,,,,
OCE,Palmerston North,PNR,f,7,36,9,r,,7.42,,,,
OCE,Palmerston North,PNR,g,7,36,10,r,,37.5,,,,
OCE,Palmerston North,PNR,h,7,36,11,r,,9.91,,,,
OCE,Palmerston North,PNR,a,8,36,13,r,,15.5,,,,
OCE,Palmerston North,PNR,b,8,36,15,r,,18.5,,,,
OCE,Palmerston North,PNR,c,8,37,1,r,,8.12,,,,
OCE,Palmerston North,PNR,d,8,37,2,r,,7.67,,,,
OCE,Palmerston North,PNR,e,8,37,3,r,,24.4,,,,
OCE,Palmerston North,PNR,f,8,37,4,r,,13.6,,,,
OCE,Palmerston North,PNR,g,8,37,5,r,,4.76,,,,
OCE,Palmerston North,PNR,h,8,37,6,r,,13.7,,,,
OCE,Palmerston North,PNR,a,9,37,7,r,,35.1,,,,
OCE,Palmerston North,PNR,b,9,37,8,r,,6.81,,,,
OCE,Palmerston North,PNR,c,9,37,12,r,,10.2,,,,
OCE,Palmerston North,PNR,d,9,37,17,r,,13.5,,,,
OCE,Palmerston North,PNR,e,9,38,1,r,,12.3,,,,
OCE,Palmerston North,PNR,f,9,38,3,r,,7.24,,,,
OCE,Palmerston North,PNR,g,9,38,4,r,,17.1,,,,
OCE,Palmerston North,PNR,h,9,38,5,r,,16.6,,,,
OCE,Palmerston North,PNR,a,10,38,6,r,,105,,,,
OCE,Palmerston North,PNR,b,10,38,11,r,left off 38.8,7.27,,,,
OCE,Palmerston North,PNR,c,10,38,12,r,,4.74,,,,
OCE,Palmerston North,PNR,d,10,38,10,r,,7.32,,,,
OCE,Palmerston North,PNR,e,10,38,9,r,,11.5,,,,
OCE,Palmerston North,PNR,f,10,39,7,r,,17.5,,,,
OCE,Palmerston North,PNR,g,10,39,16,r,,15.8,,,,
OCE,Palmerston North,PNR,h,10,39,6,r,,33.2,,,,
OCE,Palmerston North,PNR,a,11,39,12,r,,0,,,,
OCE,Palmerston North,PNR,b,11,39,13,r,,7.86,,,,
OCE,Palmerston North,PNR,c,11,39,14,r,,13.8,,,,
OCE,Palmerston North,PNR,d,11,39,15,r,,14.3,,,,
OCE,Palmerston North,PNR,e,11,39,5,r,,29.4,,,,
OCE,Palmerston North,PNR,f,11,39,9,r,,16.3,,,,
OCE,Palmerston North,PNR,g,11,39,8,r,,16.1,,,,
OCE,Palmerston North,PNR,h,11,40,4,r,,0,,,,
OCE,Palmerston North,PNR,a,12,40,16,r,,0,,,,
OCE,Palmerston North,PNR,b,12,40,18,r,,19.7,,,,
OCE,Palmerston North,PNR,c,12,40,19,r,,10.8,,,,
OCE,Palmerston North,PNR,d,12,40,10,r,,7.88,,,,
OCE,Palmerston North,PNR,e,12,40,12,r,,8.96,,,,
OCE,Palmerston North,PNR,f,12,40,6,r,,11,,,,
OCE,Palmerston North,PNR,g,12,40,8,r,,14.9,,,,
OCE,Palmerston North,PNR,h,12,40,2,r,left off 40.4,0,,,,
OCE,Christchurch,CHR,a,1,1,9,u,,33.5,23,,,
OCE,Christchurch,CHR,b,1,1,10,u,,3.76,,,,
OCE,Christchurch,CHR,c,1,1,6,u,,11.5,,,,
OCE,Christchurch,CHR,d,1,1,8,u,,7.65,,,,
OCE,Christchurch,CHR,e,1,1,4,u,,8.42,,,,
OCE,Christchurch,CHR,f,1,1,5,u,,10.8,,,,
OCE,Christchurch,CHR,g,1,1,3,u,,1.19,,,,
OCE,Christchurch,CHR,h,1,1,1,u,,8.43,,,,
OCE,Christchurch,CHR,a,2,1,11,u,left off 1.1 (two labelled 1.1),4.22,,,,
OCE,Christchurch,CHR,b,2,2,3,u,,20.1,,,,
OCE,Christchurch,CHR,c,2,2,20,u,,15.1,,,,
OCE,Christchurch,CHR,d,2,2,19,u,,2.57,,,,
OCE,Christchurch,CHR,e,2,2,8,u,,9.27,,,,
OCE,Christchurch,CHR,f,2,2,17,u,,13.6,,,,
OCE,Christchurch,CHR,g,2,2,5,u,,9.95,,,,
OCE,Christchurch,CHR,h,2,2,15,u,,5.72,,,,
OCE,Christchurch,CHR,a,3,2,11,u,,9.1,,,,
OCE,Christchurch,CHR,b,3,2,7,u,,11.3,,,,
OCE,Christchurch,CHR,c,3,2,12,u,,30.9,,,,
OCE,Christchurch,CHR,d,3,3,15,u,,5.32,,,,
OCE,Christchurch,CHR,e,3,3,6,u,left off 3.16,28.7,,,,
OCE,Christchurch,CHR,f,3,3,5,u,,6.61,,,,
OCE,Christchurch,CHR,g,3,3,14,u,,15.4,,,,
OCE,Christchurch,CHR,h,3,3,2,u,,6.47,,,,
OCE,Christchurch,CHR,a,4,3,13,u,,6.55,,,,
OCE,Christchurch,CHR,b,4,3,1,u,,11.3,,,,
OCE,Christchurch,CHR,c,4,3,8,u,,4.6,,,,
OCE,Christchurch,CHR,d,4,3,7,u,,18.8,,,,
OCE,Christchurch,CHR,e,4,4,1,u,,9.69,,,,
OCE,Christchurch,CHR,f,4,4,5,u,,33.7,,,,
OCE,Christchurch,CHR,g,4,4,18,u,,30.7,,,,
OCE,Christchurch,CHR,h,4,4,17,u,,10.3,,,,
OCE,Christchurch,CHR,a,5,4,7,u,,16.4,,,,
OCE,Christchurch,CHR,b,5,4,16,u,,36.2,,,,
OCE,Christchurch,CHR,c,5,4,8,u,,18.2,,,,
OCE,Christchurch,CHR,d,5,4,12,u,,17.6,,,,
OCE,Christchurch,CHR,e,5,4,10,u,,15.3,,,,
OCE,Christchurch,CHR,f,5,4,11,u,,10.1,,,,
OCE,Christchurch,CHR,g,5,6,1,u,,24.4,,,,
OCE,Christchurch,CHR,h,5,6,12,u,,11.3,,,,
OCE,Christchurch,CHR,a,6,6,4,u,,21.7,,,,
OCE,Christchurch,CHR,b,6,6,13,u,,16.1,,,,
OCE,Christchurch,CHR,c,6,6,6,u,,9.49,,,,
OCE,Christchurch,CHR,d,6,6,14,u,,17.8,,,,
OCE,Christchurch,CHR,e,6,6,8,u,,14.6,,,,
OCE,Christchurch,CHR,f,6,6,15,u,,4.98,,,,
OCE,Christchurch,CHR,g,6,6,8,u,,7.17,,,,
OCE,Christchurch,CHR,h,6,6,9,u,,13,,,,
OCE,Christchurch,CHR,a,7,37,1,r,left off 37.9,12.2,,,,
OCE,Christchurch,CHR,b,7,37,12,r,,22,,,,
OCE,Christchurch,CHR,c,7,37,19,r,,21.1,,,,
OCE,Christchurch,CHR,d,7,37,13,r,,26.7,,,,
OCE,Christchurch,CHR,e,7,37,10,r,,11.7,,,,
OCE,Christchurch,CHR,f,7,37,8,r,,21.4,,,,
OCE,Christchurch,CHR,g,7,37,21,r,,17.2,,,,
OCE,Christchurch,CHR,h,7,37,2,r,,28.8,,,,
OCE,Christchurch,CHR,a,8,37,5,r,,24,,,,
OCE,Christchurch,CHR,b,8,38,8,r,,20.1,,,,
OCE,Christchurch,CHR,c,8,38,7,r,,24.3,,,,
OCE,Christchurch,CHR,d,8,38,14,r,,22.5,,,,
OCE,Christchurch,CHR,e,8,38,3,r,,37.2,,,,
OCE,Christchurch,CHR,f,8,38,20,r,,20.5,,,,
OCE,Christchurch,CHR,g,8,38,2,r,,42.2,,,,
OCE,Christchurch,CHR,h,8,38,1,r,,11.8,,,,
OCE,Christchurch,CHR,a,9,38,13,r,,47.5,,,,
OCE,Christchurch,CHR,b,9,38,16,r,,27,,,,
OCE,Christchurch,CHR,c,9,38,10,r,,62.9,,,,
OCE,Christchurch,CHR,d,9,39,7,r,,38.6,,,,
OCE,Christchurch,CHR,e,9,39,6,r,,17.5,,,,
OCE,Christchurch,CHR,f,9,39,17,r,,46.3,,,,
OCE,Christchurch,CHR,g,9,39,5,r,,38,,,,
OCE,Christchurch,CHR,h,9,39,16,r,,24.2,,,,
OCE,Christchurch,CHR,a,10,39,15,r,,5.62,,,,
OCE,Christchurch,CHR,b,10,39,2,r,,19.6,,,,
OCE,Christchurch,CHR,c,10,39,18,r,,15,,,,
OCE,Christchurch,CHR,d,10,39,1,r,,18.6,,,,
OCE,Christchurch,CHR,e,10,39,11,r,,29,,,,
OCE,Christchurch,CHR,f,10,40,16,r,,60.5,,,,
OCE,Christchurch,CHR,g,10,40,17,r,,96.6,,,,
OCE,Christchurch,CHR,h,10,40,14,r,,15.4,,,,
OCE,Christchurch,CHR,a,11,40,7,r,,85.9,,,,
OCE,Christchurch,CHR,b,11,40,6,r,,19.8,,,,
OCE,Christchurch,CHR,c,11,40,13,r,,15.5,,,,
OCE,Christchurch,CHR,d,11,40,10,r,,67.5,,,,
OCE,Christchurch,CHR,e,11,40,4,r,,41.6,,,,
OCE,Christchurch,CHR,f,11,40,2,r,,32.4,,,,
OCE,Christchurch,CHR,g,11,40,20,r,,28.7,,,,
OCE,Christchurch,CHR,h,11,41,1,r,left off 41.9,5.94,,,,
OCE,Christchurch,CHR,a,12,41,15,r,,8.81,,,,
OCE,Christchurch,CHR,b,12,41,5,r,,12.8,,,,
OCE,Christchurch,CHR,c,12,41,16,r,,17.2,,,,
OCE,Christchurch,CHR,d,12,41,6,r,,15.4,,,,
OCE,Christchurch,CHR,e,12,41,13,r,,22,,,,
OCE,Christchurch,CHR,f,12,41,8,r,,28.8,,,,
OCE,Christchurch,CHR,g,12,41,10,r,,39.7,,,,
OCE,Christchurch,CHR,h,12,41,12,r,,10.5,,,,
OCE,Sydney,SYD,a,1,1,1,u,fungus,32.5,46,,,
